"Area" "Perimeter" "Major_Axis_Length" "Minor_Axis_Length" "Eccentricity" "Convex_Area" "Extent" "Class"
12994 460.9450073 195.2210999 86.21172333 0.897206783 13196 0.815386534 "Osmancik"
12968 469.3410034 199.9050293 83.03522491 0.909651041 13243 0.641250074 "Cammeo"
13176 458.3429871 193.3373871 87.44839478 0.891860902 13368 0.640669048 "Cammeo"
11746 450.82901 194.190918 77.74389648 0.916363299 11953 0.555208921 "Cammeo"
14404 486.4840088 206.7757568 89.47426605 0.901532412 14658 0.794571936 "Cammeo"
11136 427.1099854 175.6530762 81.91877747 0.884591401 11474 0.574375927 "Osmancik"
11480 422.5490112 171.2710571 86.83596039 0.861940801 11781 0.648221374 "Osmancik"
11423 418.6040039 169.073288 87.28488159 0.85643512 11717 0.655477107 "Osmancik"
14054 486.7650146 207.5825043 87.13072968 0.907644272 14343 0.789461851 "Cammeo"
12907 465.3420105 195.6549683 84.88217926 0.900991857 13151 0.573338687 "Cammeo"
11764 430.1839905 171.9667358 88.35490417 0.85791558 12010 0.626911819 "Osmancik"
15420 503.4599915 206.0565491 96.4172821 0.883772612 15800 0.584622383 "Osmancik"
12900 461.8359985 195.3451385 84.57197571 0.901424587 13160 0.591797411 "Osmancik"
12402 437.6579895 175.2316589 91.14551544 0.854079247 12595 0.765933812 "Osmancik"
14587 491.8039856 204.8346252 91.91319275 0.893672884 14926 0.609824419 "Cammeo"
9882 392.2969971 161.193985 78.21047974 0.874406099 10097 0.659063637 "Osmancik"
13789 494.3800049 216.9155121 82.15644836 0.925499618 14109 0.532743514 "Cammeo"
11245 421.5480042 174.5754852 82.9138031 0.880015314 11475 0.681928456 "Osmancik"
12225 444.1489868 190.2206116 82.50628662 0.90103811 12408 0.798549891 "Osmancik"
12711 459.6180115 192.9746246 84.95108032 0.897890449 13028 0.581952214 "Cammeo"
11486 420.8529968 175.2575073 83.86408234 0.87807709 11615 0.776500821 "Osmancik"
15715 511.25 210.9116058 96.00473785 0.890394628 16096 0.581412554 "Cammeo"
14331 495.1430054 212.0289612 86.86128998 0.912235081 14723 0.665784001 "Cammeo"
11723 432.7460022 176.9750824 85.09567261 0.876811564 12013 0.665587902 "Osmancik"
8546 388.5809937 172.5199585 63.34475327 0.930152476 8685 0.735456109 "Osmancik"
13010 463.4190063 194.7675629 86.11576843 0.896942914 13349 0.776948333 "Osmancik"
11287 421.9930115 176.1826019 82.72873688 0.882899284 11469 0.816419542 "Osmancik"
12429 469.6080017 202.4146729 78.88986969 0.920923293 12714 0.556854844 "Cammeo"
11686 433.4389954 176.7624359 85.64665222 0.874774814 12038 0.781567693 "Osmancik"
11249 418.9379883 168.6086273 86.19229126 0.859463334 11423 0.621904016 "Osmancik"
12278 453.6929932 184.0501556 86.66008759 0.882213056 12601 0.629834831 "Osmancik"
13683 490.7929993 210.2819672 84.04502106 0.916655719 14187 0.773925364 "Cammeo"
12466 453.446991 185.6161194 86.58856964 0.884525001 12706 0.601989567 "Osmancik"
12042 433.769989 178.7764435 86.52510071 0.875076354 12257 0.786441982 "Osmancik"
15929 513.9400024 212.6575165 96.99799347 0.889916718 16293 0.725860119 "Cammeo"
11752 422.5320129 171.0852966 88.01459503 0.857521176 11997 0.6929245 "Osmancik"
10984 416.9979858 171.7176514 82.5067215 0.877006233 11199 0.747058451 "Osmancik"
12269 435.6560059 175.9555206 90.2980957 0.858276784 12583 0.778835773 "Osmancik"
14198 485.9030151 205.1043549 89.31971741 0.900196314 14414 0.565837741 "Cammeo"
12299 446.1019897 185.8578949 85.4524765 0.88803637 12528 0.668423891 "Osmancik"
15007 500.3070068 210.7177582 92.17046356 0.899261236 15431 0.580766261 "Cammeo"
11341 437.5660095 181.9034424 80.57669067 0.89653939 11669 0.76628381 "Osmancik"
14898 501.4949951 215.5633392 88.77059937 0.911270857 15156 0.658504248 "Cammeo"
14294 514.4769897 226.4072723 81.59251404 0.932805836 14731 0.511011004 "Cammeo"
14534 483.6409912 196.6508179 95.05068207 0.875428557 14932 0.649651349 "Cammeo"
12990 469.480011 200.5154114 83.43035126 0.909328222 13214 0.701214552 "Cammeo"
13923 488.7080078 209.7374573 85.71607971 0.912676513 14165 0.53422606 "Cammeo"
15322 506.3980103 217.8637543 90.17707062 0.910315573 15531 0.813615143 "Cammeo"
11247 419.1910095 173.8454895 82.95931244 0.878793955 11439 0.692719877 "Osmancik"
11485 429.3909912 173.4994507 85.60888672 0.869788587 11758 0.605748951 "Osmancik"
14626 496.5859985 204.5341339 92.97486877 0.890711546 15070 0.57021445 "Cammeo"
12366 451.8609924 180.86586 89.14078522 0.870111048 12620 0.586622417 "Osmancik"
12972 467.3800049 194.5290833 86.50667572 0.895680606 13425 0.774679005 "Cammeo"
15189 506.821991 209.1895447 93.61980438 0.894266009 15629 0.674078047 "Cammeo"
10628 418.3039856 171.8248138 80.32759857 0.883994639 10828 0.715064228 "Osmancik"
11794 456.322998 194.0430756 78.79869843 0.913833678 12116 0.653479636 "Cammeo"
11768 433.480011 179.8342743 83.96474457 0.884309769 11993 0.755666852 "Osmancik"
14954 501.8569946 212.0377655 90.7955246 0.903681874 15225 0.81462115 "Cammeo"
15192 494.8890076 208.7244873 93.38067627 0.894340336 15410 0.626474202 "Cammeo"
11070 413.4200134 168.5196686 84.49382782 0.865222275 11328 0.62659198 "Osmancik"
11624 452.3710022 190.0177155 79.30647278 0.908739626 11979 0.58600527 "Osmancik"
11810 444.3519897 187.8073883 80.46891022 0.903558373 11977 0.573078394 "Osmancik"
12273 441.1910095 182.0991516 86.59350586 0.879699826 12469 0.620977521 "Osmancik"
15151 496.1929932 207.931488 93.96302032 0.892071545 15547 0.761395037 "Cammeo"
13245 476.1369934 204.944397 83.1582489 0.91397965 13536 0.799625695 "Cammeo"
15926 522.7399902 225.7360535 91.05709076 0.915033162 16240 0.779768884 "Cammeo"
13400 468.2279968 187.6287384 92.69112396 0.869454265 13756 0.599713564 "Osmancik"
12152 454.2120056 198.8995972 78.32300568 0.919203997 12338 0.785469592 "Osmancik"
12188 434.2130127 171.7588959 91.43890381 0.846513152 12529 0.62196368 "Osmancik"
14076 479.677002 199.489151 90.70998383 0.890638888 14434 0.781218767 "Cammeo"
14842 505.7260132 214.9547424 88.66092682 0.910974264 15313 0.544500709 "Cammeo"
13777 480.8359985 197.0058746 90.18474579 0.889067054 14266 0.632639945 "Cammeo"
11432 424.177002 170.6646423 86.86542511 0.860776484 11702 0.660198689 "Osmancik"
11919 434.2630005 175.5641785 87.84673309 0.865812719 12152 0.609636307 "Osmancik"
13678 472.1229858 200.25354 88.02668762 0.89820534 13879 0.578840435 "Cammeo"
9843 383.1159973 154.9503174 81.35683441 0.851070702 10024 0.702268839 "Osmancik"
12272 439.9169922 181.7063751 86.94543457 0.878090739 12495 0.641170323 "Osmancik"
12041 427.2900085 174.1454468 88.91725922 0.859823167 12291 0.634672165 "Osmancik"
12974 460.4169922 191.3257751 87.28570557 0.889869571 13310 0.677210569 "Cammeo"
10629 416.8900146 172.190918 79.67411804 0.88651073 10819 0.694932997 "Osmancik"
12613 459.9129944 193.3721466 84.31452942 0.899935961 12937 0.627887309 "Osmancik"
14930 506.7810059 207.5966644 92.55151367 0.8951208 15361 0.612512827 "Cammeo"
14806 481.9119873 198.2439117 95.78669739 0.875523269 15162 0.701041639 "Cammeo"
14972 501.8659973 208.8384247 92.89321136 0.895625472 15476 0.727078497 "Cammeo"
11249 419.0029907 166.2865143 87.62982941 0.849877059 11593 0.630054891 "Osmancik"
10215 401.4840088 164.2425995 80.21561432 0.872621477 10435 0.682228029 "Osmancik"
12526 441.3299866 179.2462463 90.15467834 0.864306509 12768 0.718893468 "Osmancik"
12287 444.1749878 181.921051 87.73918152 0.87601018 12508 0.653737724 "Osmancik"
11657 432.5650024 177.7199402 84.21096802 0.880610466 11946 0.607863605 "Osmancik"
10187 404.9679871 160.2264404 82.32900238 0.857892573 10489 0.616273463 "Osmancik"
12263 444.95401 180.2208557 87.54528809 0.874088526 12478 0.604505599 "Osmancik"
12406 433.571991 175.892868 91.14063263 0.855283737 12639 0.796532929 "Osmancik"
15475 511.427002 219.1482391 91.4625473 0.90874368 15759 0.788735986 "Cammeo"
11476 424.7829895 169.0904236 88.1805954 0.853251517 11845 0.624544203 "Osmancik"
10491 411.9949951 174.7058105 77.03625488 0.897532403 10658 0.767615438 "Osmancik"
11694 431.3890076 177.0701599 85.1100235 0.87690866 11875 0.687882364 "Osmancik"
8604 373.6830139 153.5796051 72.30964661 0.882224798 8787 0.602563202 "Osmancik"
9510 401.4920044 169.6710052 72.38471222 0.90443188 9764 0.654552937 "Osmancik"
15199 489.5440063 205.3157349 94.80870056 0.886999547 15419 0.763999224 "Cammeo"
15569 504.7539978 214.5067749 93.19715881 0.90068543 15815 0.773038745 "Cammeo"
13672 467.9549866 183.5563202 97.46872711 0.847370684 14027 0.615855873 "Osmancik"
10579 405.1220093 167.293335 81.34564972 0.873822153 10750 0.796371579 "Osmancik"
11681 422.0490112 174.0857544 85.9203186 0.869716465 11832 0.609019816 "Osmancik"
13605 466.9370117 191.5222321 91.73204803 0.877835155 13919 0.612010777 "Cammeo"
13062 467.4639893 197.8024292 85.39855194 0.901999712 13272 0.624080241 "Cammeo"
12297 440.6010132 173.326355 92.03753662 0.847367346 12678 0.722163498 "Osmancik"
11626 420.7890015 168.4697113 89.07519531 0.848789334 11857 0.636343718 "Osmancik"
12502 443.5859985 179.1281433 89.94932556 0.864780128 12788 0.789267659 "Osmancik"
12103 440.6109924 179.4492035 87.91256714 0.871777415 12405 0.630200446 "Osmancik"
15486 492.6940002 204.3721313 97.6780014 0.878391445 15688 0.601164579 "Cammeo"
12758 451.3699951 180.7394409 91.56465149 0.862174571 13170 0.649063885 "Osmancik"
10723 431.1640015 182.325119 76.51873016 0.907670796 11059 0.781275034 "Osmancik"
13632 485.9370117 205.2149506 85.83135223 0.908331513 13905 0.550121069 "Cammeo"
11621 402.2109985 153.5849915 96.63773346 0.777232587 11797 0.810108066 "Osmancik"
13272 471.8999939 201.4946899 84.15379333 0.908609033 13492 0.565728903 "Cammeo"
12672 445.5429993 180.4552765 90.30992889 0.865761995 12900 0.625685096 "Osmancik"
11931 445.1010132 187.920517 82.14220428 0.899407387 12174 0.648142099 "Cammeo"
11694 432.9769897 181.4844055 82.97145081 0.889373004 11893 0.763914287 "Cammeo"
11969 442.1589966 177.6001129 87.86295319 0.869050443 12352 0.592730165 "Osmancik"
14911 494.0889893 207.5602417 92.41060638 0.895419717 15132 0.604761541 "Cammeo"
12748 461.8880005 190.7079926 86.64506531 0.89083159 13158 0.786331117 "Osmancik"
11107 408.4580078 162.1762848 87.87323761 0.840483069 11330 0.661130965 "Osmancik"
14400 481.506012 193.782959 96.51618958 0.867140651 14876 0.683890581 "Cammeo"
12354 453.0899963 192.0067444 82.873703 0.902056158 12602 0.65761739 "Osmancik"
17335 544.0930176 239.010498 92.99298096 0.921206117 17526 0.821097016 "Cammeo"
13319 468.2319946 192.9272461 89.33763123 0.886324942 13694 0.695218682 "Cammeo"
17048 525.5380249 219.4885864 99.73429871 0.890800834 17318 0.692332685 "Cammeo"
12579 445.8880005 185.280304 86.88208008 0.883239388 12794 0.652979672 "Osmancik"
12047 455.6080017 195.6660767 80.26914215 0.911979675 12339 0.544030011 "Cammeo"
12711 458.7330017 188.3154297 86.86006927 0.887271404 13092 0.57829845 "Osmancik"
16405 526.5700073 221.6125183 95.43670654 0.902520597 16837 0.65888828 "Cammeo"
13858 475.368988 201.4420319 87.92324829 0.899719179 14083 0.7785393 "Cammeo"
11125 420.2090149 173.171936 82.77818298 0.878353536 11408 0.64213562 "Osmancik"
16412 515.1149902 208.6945496 101.9417572 0.87257874 16857 0.773785949 "Cammeo"
11480 419.1069946 170.622406 86.62786865 0.861523986 11674 0.785440624 "Osmancik"
14890 502.5409851 206.2285309 93.45731354 0.891422331 15349 0.589819789 "Cammeo"
16865 517.7470093 210.4794464 103.8049393 0.869925439 17234 0.65020436 "Cammeo"
11753 425.3859863 176.0082092 85.75704193 0.873271942 11919 0.655566692 "Osmancik"
12387 442.269989 177.719635 90.97150421 0.859055698 12754 0.585065186 "Osmancik"
15543 507.3850098 211.6512146 94.57139587 0.894620597 15976 0.652930081 "Cammeo"
13495 466.9590149 196.3955383 88.21305847 0.893451214 13725 0.689575911 "Cammeo"
12859 462.8720093 193.3418427 85.90898895 0.89585954 13279 0.708914518 "Cammeo"
12051 423.2269897 168.0132751 92.19841766 0.835982084 12216 0.766018331 "Osmancik"
12558 453.2290039 192.4563904 84.11142731 0.899441361 12747 0.786842108 "Osmancik"
11898 422.3680115 166.2357178 91.87953186 0.83337611 12063 0.662767351 "Osmancik"
10580 409.0889893 173.3169861 78.04711914 0.892870128 10731 0.581318676 "Osmancik"
10875 418.9819946 166.6903992 85.32958221 0.859042287 11334 0.76219511 "Osmancik"
13266 466 198.0613861 86.09347534 0.900584579 13514 0.654335618 "Cammeo"
14577 489.9079895 204.8460236 91.23347473 0.895343661 14870 0.781399071 "Cammeo"
11573 427.2810059 176.7890625 84.64528656 0.877928078 11828 0.60683763 "Osmancik"
10015 402.1789856 160.3868256 81.07691193 0.862821579 10338 0.694617867 "Osmancik"
11024 414.8590088 165.8321381 85.64083099 0.856328905 11342 0.635023057 "Osmancik"
13655 471.5249939 193.1961823 91.55775452 0.880572855 14053 0.710975766 "Cammeo"
12147 436.0700073 177.5502167 88.561409 0.866719186 12421 0.687047482 "Osmancik"
13034 449.8510132 180.1970978 93.86511993 0.853616178 13333 0.623159289 "Osmancik"
13295 475.7430115 199.2407379 86.08377838 0.901845276 13639 0.615994096 "Cammeo"
14434 486.6679993 201.2719574 92.73377228 0.88753581 14754 0.625986636 "Cammeo"
13437 476.1130066 202.8204803 85.11241913 0.907688737 13700 0.78413868 "Cammeo"
11809 455.0830078 185.420105 83.6137619 0.892553151 12318 0.648846149 "Cammeo"
12386 467.8500061 201.9013062 79.30883026 0.919619679 12679 0.791842461 "Cammeo"
15915 528.1569824 231.5944824 88.57102203 0.923980296 16251 0.813026845 "Cammeo"
12328 444.7059937 183.8281403 86.61965942 0.882026851 12659 0.625405848 "Osmancik"
16835 522.5349731 216.2716522 100.4325104 0.885635376 17404 0.735217035 "Cammeo"
12580 479.2170105 208.4237518 77.74034119 0.92783463 12879 0.5730685 "Cammeo"
12419 452.1990051 183.3866119 87.75106812 0.878085852 12720 0.582286179 "Osmancik"
10572 403.2690125 164.5725098 81.97684479 0.867108107 10745 0.747085035 "Osmancik"
10985 419.5339966 171.9523163 83.11388397 0.875424862 11253 0.586054206 "Osmancik"
12651 467.5650024 200.0503693 81.17269897 0.913979053 12991 0.594111025 "Cammeo"
14289 502.8139954 216.6083832 85.56938171 0.918663085 14612 0.541004062 "Cammeo"
10965 433.7780151 179.3352203 78.85895538 0.898130357 11295 0.663339376 "Osmancik"
13098 458.7330017 187.3157654 90.63008118 0.875158787 13423 0.601930141 "Osmancik"
10792 416.6289978 171.3818054 81.65258026 0.879208803 11037 0.593684673 "Osmancik"
11454 419.3129883 174.1763153 84.3767395 0.874828398 11604 0.822136104 "Osmancik"
11321 424.5759888 173.9976349 84.73989105 0.873392224 11631 0.621896267 "Osmancik"
10512 418.0669861 170.8183594 79.28153992 0.885768235 10776 0.587919474 "Osmancik"
14071 479.0929871 197.4049683 92.30098724 0.883955121 14398 0.598995388 "Cammeo"
11485 424.4880066 175.3153687 84.48103333 0.876236975 11688 0.606260538 "Osmancik"
16654 519.0360107 217.2497101 98.99957275 0.890136063 16976 0.7633847 "Cammeo"
12310 438.1619873 177.7984314 89.22602844 0.864961565 12528 0.78587842 "Osmancik"
10786 408.0249939 165.1299286 84.93224335 0.857588828 11022 0.787586689 "Osmancik"
11123 426.8559875 181.0818024 79.00098419 0.899814665 11362 0.762058079 "Osmancik"
11759 429.3380127 169.3289185 89.80245209 0.847783029 12011 0.670486927 "Osmancik"
12140 441.4989929 182.4339905 85.49819183 0.883382499 12358 0.589606583 "Osmancik"
11659 429.7149963 173.3482819 87.5477829 0.863096058 11912 0.608761489 "Osmancik"
11372 435.5929871 179.5671539 81.47212982 0.891147375 11608 0.57996738 "Osmancik"
13670 486.8099976 207.7422028 84.57769775 0.913371086 13923 0.580960453 "Cammeo"
10803 411.3099976 165.2231293 84.78220367 0.858306348 11098 0.643073976 "Osmancik"
14305 490.1820068 206.8847198 88.67579651 0.903482914 14695 0.654182076 "Cammeo"
14709 489.5289917 204.9234619 91.86573029 0.893886745 15041 0.639799893 "Cammeo"
12040 441.0230103 182.7528076 85.15114594 0.884818316 12372 0.747408271 "Cammeo"
14401 482.1759949 203.0722198 91.35160065 0.893105209 14608 0.716503322 "Cammeo"
14677 498.7980042 209.8741455 90.2724762 0.902768552 15060 0.647848129 "Cammeo"
14768 499.8770142 210.5588074 90.47418213 0.902978361 15158 0.583116174 "Cammeo"
10900 417.5969849 172.6920624 81.00117493 0.883171737 11091 0.585392058 "Osmancik"
13998 484.8819885 198.7212982 90.92340851 0.889187813 14328 0.599511743 "Cammeo"
13501 472.4830017 198.0720367 87.68961334 0.896661997 13787 0.634028375 "Cammeo"
10499 403.2780151 162.4573364 83.75511932 0.856858611 10749 0.744926929 "Osmancik"
10453 411.447998 175.732193 76.61852264 0.899948597 10589 0.805626214 "Osmancik"
13857 498.0289917 220.266571 80.39958191 0.931003451 14053 0.507954538 "Cammeo"
14674 497.1029968 208.4364624 91.08699036 0.899460912 15049 0.682289481 "Cammeo"
13211 476.6589966 204.8645325 82.88511658 0.914500415 13608 0.710880339 "Cammeo"
14994 508.3070068 215.569809 89.61988068 0.909485877 15246 0.550764024 "Cammeo"
14758 500.0100098 206.285141 92.72486877 0.893281102 15166 0.582399368 "Cammeo"
11243 419.0270081 168.2050781 86.01402283 0.859364212 11421 0.63764745 "Osmancik"
11182 429.5950012 181.4321747 79.18195343 0.899739504 11389 0.67975682 "Osmancik"
12777 462.6690063 183.2349091 90.69457245 0.868913829 13148 0.572446227 "Osmancik"
11879 446.1430054 187.9102325 81.59091949 0.900815725 12095 0.652692318 "Osmancik"
11601 416.6459961 165.7809906 89.89610291 0.840211928 11782 0.645216882 "Osmancik"
12274 453.1289978 190.9840393 82.71131134 0.901355624 12466 0.560354292 "Osmancik"
10600 429.5109863 182.3060608 75.09999084 0.911208928 10829 0.72216922 "Osmancik"
13667 463.8420105 197.3556519 88.58672333 0.893597841 13829 0.634523451 "Osmancik"
10863 411.6220093 168.2714233 83.16527557 0.869329512 11057 0.702833831 "Osmancik"
11890 430.3389893 174.8227844 87.97628021 0.864151835 12142 0.687283218 "Osmancik"
11191 431.0570068 184.311676 78.07806396 0.905840099 11358 0.785884857 "Osmancik"
12917 473.2349854 200.3253326 83.2011795 0.909670651 13302 0.666099429 "Cammeo"
14806 509.3760071 214.1424255 89.6917038 0.908059418 15594 0.708794117 "Cammeo"
13347 461.8720093 193.527359 88.68710327 0.888814807 13536 0.777027428 "Osmancik"
13541 478.4609985 206.6994934 84.09855652 0.913488805 13768 0.813468695 "Cammeo"
10138 414.0090027 171.6197357 77.15938568 0.893232465 10425 0.566431999 "Osmancik"
